state,district,block,village,lgd_code
Madhya Pradesh,Dhar,Sardarpur,Karmadipada,474642
Madhya Pradesh,Dhar,Sardarpur,Karnawad,474654
Madhya Pradesh,Dhar,Badnawar,Karoda,474384
Madhya Pradesh,Dhar,Pithampur,Karodiya,475058
Madhya Pradesh,Dhar,Badnawar,Karod Kalan,474471
Madhya Pradesh,Dhar,Badnawar,Karod Khurd,474487
Madhya Pradesh,Dhar,Manawar,Karoli,475663
Madhya Pradesh,Dhar,Pithampur,Karondiya,474962
Madhya Pradesh,Dhar,Manawar,Karondiya,475752
Madhya Pradesh,Dhar,Kukshi,Karondiya,475507
Madhya Pradesh,Dhar,Gandhwani,Karondiya,475280
Madhya Pradesh,Dhar,Manawar,Karondiya Khurd,475645
Madhya Pradesh,Dhar,Manawar,Karondiya Mota,475775
Madhya Pradesh,Dhar,Dahi,Kashta,475592
Madhya Pradesh,Dhar,Manawar,Kasthali,475621
Madhya Pradesh,Dhar,Dahi,Katar Kheda,475588
Madhya Pradesh,Dhar,Gandhwani,Katarpura,475241
Madhya Pradesh,Dhar,Pithampur,Kathodiya,474953
Madhya Pradesh,Dhar,Badnawar,Kathodiya Bada,474401
Madhya Pradesh,Dhar,Badnawar,Kathodiya Chhota,474385
Madhya Pradesh,Dhar,Dharampuri,Kathora,475879
Madhya Pradesh,Dhar,Badnawar,Katlawada,474481
Madhya Pradesh,Dhar,Kukshi,Katnera,475503
Madhya Pradesh,Dhar,Dahi,Kavda,475569
Madhya Pradesh,Dhar,Kukshi,Kawadiya Kheda,475454
Madhya Pradesh,Dhar,Gandhwani,Kawad Kuwa,475197
Madhya Pradesh,Dhar,Manawar,Kawathi,475658
Madhya Pradesh,Dhar,Gandhwani,Keli Kalan,475190
Madhya Pradesh,Dhar,Gandhwani,Keli Khurd,475189
Madhya Pradesh,Dhar,Sardarpur,Keriya,474662
Madhya Pradesh,Dhar,Badnawar,Kesarpura,474501
Madhya Pradesh,Dhar,Gandhwani,Kesavi,475226
Madhya Pradesh,Dhar,Sardarpur,Kesharpura,474685
Madhya Pradesh,Dhar,Sardarpur,Kesharpura Nipanya,474723
Madhya Pradesh,Dhar,Sardarpur,Kesharpura Teli,474611
Madhya Pradesh,Dhar,Dhar,Kesoor,474801
Madhya Pradesh,Dhar,Badnawar,Khachroda,474534
Madhya Pradesh,Dhar,Dhar,Khadan Bujurg,474945
Madhya Pradesh,Dhar,Dhar,Khadan Khurd,474837
Madhya Pradesh,Dhar,Dhar,Khadi,474751
Madhya Pradesh,Dhar,Gandhwani,Khadki,475317
Madhya Pradesh,Dhar,Manawar,Khairwajagir,475729
Madhya Pradesh,Dhar,Sardarpur,Khajuria,474676
Madhya Pradesh,Dhar,Badnawar,Khajuriya,474496
Madhya Pradesh,Dhar,Sardarpur,Khakariyaghat,930597
Madhya Pradesh,Dhar,Sardarpur,Khakariya Jhiri,474636
Madhya Pradesh,Dhar,Dharampuri,Khal Buzurg,475900
Madhya Pradesh,Dhar,Dharampuri,Khal Khurd,475889
Madhya Pradesh,Dhar,Sardarpur,Khamaliya,474710
Madhya Pradesh,Dhar,Dhar,Khamla,474823
Madhya Pradesh,Dhar,Badnawar,Khamlipada,474443
Madhya Pradesh,Dhar,Dhar,Khanakapuri,948854
Madhya Pradesh,Dhar,Kukshi,Khandawa,475513
Madhya Pradesh,Dhar,Badnawar,Khandigara,474495
Madhya Pradesh,Dhar,Gandhwani,Khandlai,475308
Madhya Pradesh,Dhar,Manawar,Khandlai,475607
Madhya Pradesh,Dhar,Kukshi,Khandlai,475446
Madhya Pradesh,Dhar,Pithampur,Khandwa,474994
Madhya Pradesh,Dhar,Kukshi,Khaniamba,475336
Madhya Pradesh,Dhar,Sardarpur,Khankedi,474730
Madhya Pradesh,Dhar,Pithampur,Khanpura,474954
Madhya Pradesh,Dhar,Dhar,Khanpura,961695
Madhya Pradesh,Dhar,Dhar,Khanpura,474901
Madhya Pradesh,Dhar,Kukshi,Khaparkheda,475511
Madhya Pradesh,Dhar,Kukshi,Kharajana,475484
Madhya Pradesh,Dhar,Dhar,Kharampur,474841
Madhya Pradesh,Dhar,Gandhwani,Kharbardi,475236
Madhya Pradesh,Dhar,Dhar,Kharbari,474898
Madhya Pradesh,Dhar,Gandhwani,Kharcha,475205
Madhya Pradesh,Dhar,Badnawar,Khardiya,474425
Madhya Pradesh,Dhar,Sardarpur,Khareli,474719
Madhya Pradesh,Dhar,Manawar,Khargone,475718
Madhya Pradesh,Dhar,Kukshi,Khargone,475432
Madhya Pradesh,Dhar,Sardarpur,Kharjuni,474614
Madhya Pradesh,Dhar,Dhar,Kharsoda,474741
Madhya Pradesh,Dhar,Dahi,Kharvat,475542
Madhya Pradesh,Dhar,Kukshi,Kharwa,475395
Madhya Pradesh,Dhar,Kukshi,Kharwali,475352
Madhya Pradesh,Dhar,Dharampuri,Khatadgaon,475872
Madhya Pradesh,Dhar,Dahi,Khatami,475558
Madhya Pradesh,Dhar,Dahi,Khaydi,475538
Madhya Pradesh,Dhar,Gandhwani,Kheda,475295
Madhya Pradesh,Dhar,Sardarpur,Kheda,474681
Madhya Pradesh,Dhar,Kukshi,Kheda,475526
Madhya Pradesh,Dhar,Pithampur,Kheda,948867
Madhya Pradesh,Dhar,Badnawar,Kheda,474407
Madhya Pradesh,Dhar,Kukshi,Khedali,475449
Madhya Pradesh,Dhar,Dhar,Khedi,475075
Madhya Pradesh,Dhar,Badnawar,Khedi,474420
Madhya Pradesh,Dhar,Gandhwani,Khedi Balwari,475278
Madhya Pradesh,Dhar,Gandhwani,Khedi Buzurg,475287
Madhya Pradesh,Dhar,Manawar,Khedihaweli,475686
Madhya Pradesh,Dhar,Manawar,Khedikhurd,475605
Madhya Pradesh,Dhar,Manawar,Khedi(Manawar),475672
Madhya Pradesh,Dhar,Gandhwani,Khedli Hanuman,475248
Madhya Pradesh,Dhar,Sardarpur,Kher Kheda,474561
Madhya Pradesh,Dhar,Dhar,Kherod,474762
Madhya Pradesh,Dhar,Pithampur,Kherpura,475045
Madhya Pradesh,Dhar,Badnawar,Kherwas,474386
Madhya Pradesh,Dhar,Dhar,Khidkiyakalan,474876
Madhya Pradesh,Dhar,Dhar,Khidkiya Khurd,474877
Madhya Pradesh,Dhar,Dhar,Khilchipura,474774
Madhya Pradesh,Dhar,Dhar,Khiledi,474795
Madhya Pradesh,Dhar,Badnawar,Khiledi,474476
Madhya Pradesh,Dhar,Sardarpur,Khimakhedi,474700
Madhya Pradesh,Dhar,Badnawar,Khima Khedi,474375
