state,district,block,village,lgd_code
Gujarat,Valsad,Umbergaon,Pali,523641
Gujarat,Valsad,Umbergaon,Pali Karambeli,523638
Gujarat,Valsad,Pardi,Palsana,523445
Gujarat,Valsad,Nanapodha,Panas,523515
Gujarat,Valsad,Pardi,Panchlai,523457
Gujarat,Valsad,Valsad,Panchlai,523235
Gujarat,Valsad,Kaprada,Panchvera,523532
Gujarat,Valsad,Dharampur,Pandav Khadak,523374
Gujarat,Valsad,Vapi,Pandor,523486
Gujarat,Valsad,Dharampur,Pangarbari,523376
Gujarat,Valsad,Dharampur,Panva,523390
Gujarat,Valsad,Pardi,Pardi,930294
Gujarat,Valsad,Valsad,Pardi Hariya,523298
Gujarat,Valsad,Valsad,Pardi Parnera (Ct),523316
Gujarat,Valsad,Valsad,Pardi Sondhpur (Ct),523313
Gujarat,Valsad,Pardi,Paria,523472
Gujarat,Valsad,Valsad,Parnera (Ct),523317
Gujarat,Valsad,Pardi,Parvasa,523435
Gujarat,Valsad,Valsad,Pathri,523282
Gujarat,Valsad,Nanapodha,Pati,523479
Gujarat,Valsad,Dharampur,Pendha,523413
Gujarat,Valsad,Kaprada,Pendhardevi,523589
Gujarat,Valsad,Dharampur,Pindval,523393
Gujarat,Valsad,Dharampur,Pipalpada,523370
Gujarat,Valsad,Kaprada,Pipalset,523596
Gujarat,Valsad,Dharampur,Piprol,523377
Gujarat,Valsad,Kaprada,Piproni,523606
Gujarat,Valsad,Kaprada,Piproti,523534
Gujarat,Valsad,Dharampur,Pirumal,523408
Gujarat,Valsad,Valsad,Pitha,523270
Gujarat,Valsad,Dharampur,Pondha Jungle,523415
Gujarat,Valsad,Umbergaon,Punat,523643
Gujarat,Valsad,Valsad,Rabada,523301
Gujarat,Valsad,Pardi,Rabdi,523460
Gujarat,Valsad,Kaprada,Rahor,523551
Gujarat,Valsad,Dharampur,Rajpuri Jungle,523357
Gujarat,Valsad,Dharampur,Rajpuri Talat,523327
Gujarat,Valsad,Dharampur,Ranpada,523347
Gujarat,Valsad,Dharampur,Ranveri,523392
Gujarat,Valsad,Vapi,Rata,523487
Gujarat,Valsad,Kaprada,Raymal,523609
Gujarat,Valsad,Pardi,Rentlav,523450
Gujarat,Valsad,Pardi,Rohina,523473
Gujarat,Valsad,Kaprada,Rohiyal Jungle,523616
Gujarat,Valsad,Kaprada,Rohiyal Talat,523561
Gujarat,Valsad,Valsad,Rola,523236
Gujarat,Valsad,Valsad,Ronvel,523287
Gujarat,Valsad,Dharampur,Sadadvera,523396
Gujarat,Valsad,Dharampur,Sajani Barada,523341
Gujarat,Valsad,Vapi,Salvav (Ct),523503
Gujarat,Valsad,Pardi,Samarpada,523474
