state,district,block,village,lgd_code
Madhya Pradesh,Barwani,Pati,Fundriya Pani,478190
Madhya Pradesh,Barwani,Barwani,Gajnera,478012
Madhya Pradesh,Barwani,Pati,Gandhaval,478115
Madhya Pradesh,Barwani,Pati,Gariya,478120
Madhya Pradesh,Barwani,Pati,Gatabara,478159
Madhya Pradesh,Barwani,Niwali,Gawadi,478551
Madhya Pradesh,Barwani,Thikri,Gawala,478203
Madhya Pradesh,Barwani,Niwali,Gawali,478568
Madhya Pradesh,Barwani,Niwali,Gawalivan,478518
Madhya Pradesh,Barwani,Rajpur,Gawha,478328
Madhya Pradesh,Barwani,Anjad,Gawla,478281
Madhya Pradesh,Barwani,Pansemal,Gendhari,478438
Madhya Pradesh,Barwani,Varla,Gerughati,478680
Madhya Pradesh,Barwani,Sendhwa,Ghaghar Kheda,478576
Madhya Pradesh,Barwani,Pati,Ghatbara (F),945485
Madhya Pradesh,Barwani,Pansemal,Ghathya,478439
Madhya Pradesh,Barwani,Thikri,Ghatti,478194
Madhya Pradesh,Barwani,Thikri,Ghatwa,478243
Madhya Pradesh,Barwani,Varla,Ghegaon,478671
Madhya Pradesh,Barwani,Niwali,Ghodlyapani,478571
Madhya Pradesh,Barwani,Niwali,Ghodlya Pani,478521
Madhya Pradesh,Barwani,Thikri,Gholanya,478225
Madhya Pradesh,Barwani,Pati,Ghonghsa,478155
Madhya Pradesh,Barwani,Sendhwa,Ghudchal,478613
Madhya Pradesh,Barwani,Pati,Ghunghasi,478091
Madhya Pradesh,Barwani,Rajpur,Ghusgaon,478375
Madhya Pradesh,Barwani,Anjad,Golata,478253
Madhya Pradesh,Barwani,Barwani,Golbavadi,478069
Madhya Pradesh,Barwani,Pati,Golgaon,478154
Madhya Pradesh,Barwani,Pati,Golpatibaidi,478177
Madhya Pradesh,Barwani,Rajpur,Golpura,478381
Madhya Pradesh,Barwani,Sendhwa,Gondi,478598
Madhya Pradesh,Barwani,Niwali,Gondikachali,478556
Madhya Pradesh,Barwani,Rajpur,Gondpura,478342
Madhya Pradesh,Barwani,Pansemal,Gongwada,478413
Madhya Pradesh,Barwani,Pansemal,Gorikheda,478426
Madhya Pradesh,Barwani,Barwani,Gothanya,478061
Madhya Pradesh,Barwani,Pati,Gudi,478084
Madhya Pradesh,Barwani,Niwali,Guljwari,478511
Madhya Pradesh,Barwani,Pati,Gulriya Pani,478189
Madhya Pradesh,Barwani,Niwali,Gumadya Buzurg,478498
Madhya Pradesh,Barwani,Niwali,Gumadya Khurd,478497
Madhya Pradesh,Barwani,Niwali,Gumdiya,478559
Madhya Pradesh,Barwani,Pansemal,Guraedpani,478489
Madhya Pradesh,Barwani,Rajpur,Haldad,478336
Madhya Pradesh,Barwani,Pati,Hanuman Mali,478183
Madhya Pradesh,Barwani,Anjad,Harangaon,478282
Madhya Pradesh,Barwani,Anjad,Haribad,478265
Madhya Pradesh,Barwani,Pati,Harla,478168
Madhya Pradesh,Barwani,Pansemal,Harnya,478450
Madhya Pradesh,Barwani,Thikri,Hasankhedi,478235
Madhya Pradesh,Barwani,Thikri,Hataula,478199
Madhya Pradesh,Barwani,Pati,Hatbavadi,478184
Madhya Pradesh,Barwani,Sendhwa,Hindali,478599
Madhya Pradesh,Barwani,Varla,Hingwa,478666
Madhya Pradesh,Barwani,Barwani,Hirkaray,478050
Madhya Pradesh,Barwani,Varla,Hol,478663
Madhya Pradesh,Barwani,Barwani,Holgaon,478057
Madhya Pradesh,Barwani,Varla,Inayki,478687
Madhya Pradesh,Barwani,Rajpur,Indarpur(Rehatiya),478311
Madhya Pradesh,Barwani,Barwani,Jadakau,478065
Madhya Pradesh,Barwani,Rajpur,Jahoor,478367
Madhya Pradesh,Barwani,Pansemal,Jahur,478412
Madhya Pradesh,Barwani,Pati,Jaie,478170
Madhya Pradesh,Barwani,Pansemal,Jaitpura,478429
Madhya Pradesh,Barwani,Rajpur,Jalgaon,478338
Madhya Pradesh,Barwani,Pansemal,Jalgone,478430
Madhya Pradesh,Barwani,Rajpur,Jalkheda,478315
Madhya Pradesh,Barwani,Pansemal,Jalyapani,478472
Madhya Pradesh,Barwani,Niwali,Jamaniya,478504
Madhya Pradesh,Barwani,Niwali,Jamaniyavan,478564
Madhya Pradesh,Barwani,Niwali,Jamanya,478552
Madhya Pradesh,Barwani,Sendhwa,Jamanya,478607
Madhya Pradesh,Barwani,Varla,Jamati,478677
Madhya Pradesh,Barwani,Barwani,Jamda,478003
Madhya Pradesh,Barwani,Sendhwa,Jamli,478579
Madhya Pradesh,Barwani,Sendhwa,Jampati,478608
Madhya Pradesh,Barwani,Sendhwa,Jamun Jhira F.,945477
Madhya Pradesh,Barwani,Barwani,Jangharwa,477987
Madhya Pradesh,Barwani,Thikri,Jarwai,478233
Madhya Pradesh,Barwani,Niwali,Jhakar,478510
Madhya Pradesh,Barwani,Pati,Jhamar,478118
Madhya Pradesh,Barwani,Sendhwa,Jhapadipadla,478611
Madhya Pradesh,Barwani,Pati,Jharar,478173
Madhya Pradesh,Barwani,Niwali,Jharimal,478563
Madhya Pradesh,Barwani,Niwali,Jharimata,478520
Madhya Pradesh,Barwani,Niwali,Jharimatavan,478572
Madhya Pradesh,Barwani,Pansemal,Jhendiya Kunda,478494
Madhya Pradesh,Barwani,Thikri,Jhiranya,478228
Madhya Pradesh,Barwani,Sendhwa,Jhiree Jamli,478624
Madhya Pradesh,Barwani,Anjad,Jholpipri,478256
Madhya Pradesh,Barwani,Sendhwa,Jhopali,478577
Madhya Pradesh,Barwani,Pati,Jiwani,478146
Madhya Pradesh,Barwani,Rajpur,Jodai,478325
Madhya Pradesh,Barwani,Niwali,Jod Mohra,478574
Madhya Pradesh,Barwani,Niwali,Jogwada,478535
Madhya Pradesh,Barwani,Sendhwa,Julwaniya,478650
Madhya Pradesh,Barwani,Thikri,Julwaniya,478231
Madhya Pradesh,Barwani,Sendhwa,Julwaniya,478591
Madhya Pradesh,Barwani,Rajpur,Julwaniya Road,478335
Madhya Pradesh,Barwani,Pansemal,Junapani,478420
Madhya Pradesh,Barwani,Pati,Junazira,478140
Madhya Pradesh,Barwani,Barwani,Kachali Khodari,478077
Madhya Pradesh,Barwani,Pati,Kadawalya,478130
Madhya Pradesh,Barwani,Sendhwa,Kadwazira,934979
Madhya Pradesh,Barwani,Rajpur,Kadwi,478370
Madhya Pradesh,Barwani,Barwani,Kajalmata,477996
Madhya Pradesh,Barwani,Barwani,Kajalmata,478074
Madhya Pradesh,Barwani,Sendhwa,Kakariya,478592
Madhya Pradesh,Barwani,Thikri,Kakariya,478219
Madhya Pradesh,Barwani,Pansemal,Kalaamba,478487
Madhya Pradesh,Barwani,Barwani,Kalakhet,478076
Madhya Pradesh,Barwani,Pati,Kalakhet,478111
Madhya Pradesh,Barwani,Pati,Kalakhet,478139
Madhya Pradesh,Barwani,Sendhwa,Kalalda,478580
Madhya Pradesh,Barwani,Thikri,Kalapani,478222
Madhya Pradesh,Barwani,Sendhwa,Kalapat,478612
Madhya Pradesh,Barwani,Sendhwa,Kalikundi,934978
Madhya Pradesh,Barwani,Pati,Kalmiya Jhawar,478182
Madhya Pradesh,Barwani,Barwani,Kalyanpura,478002
Madhya Pradesh,Barwani,Sendhwa,Kamod,478653
Madhya Pradesh,Barwani,Varla,Kamod,478684
Madhya Pradesh,Barwani,Sendhwa,Kamodwada,478621
Madhya Pradesh,Barwani,Pansemal,Kamttihee Nala,478461
Madhya Pradesh,Barwani,Barwani,Kanjakuwa,478072
Madhya Pradesh,Barwani,Barwani,Kanjapani,478079
Madhya Pradesh,Barwani,Pansemal,Kanjapani,478481
Madhya Pradesh,Barwani,Niwali,Kannadgaon,478546
Madhya Pradesh,Barwani,Niwali,Kanpuri,478514
Madhya Pradesh,Barwani,Pansemal,Kansul,478422
Madhya Pradesh,Barwani,Thikri,Kapalyakhedi,478213
Madhya Pradesh,Barwani,Thikri,Karamatpura,478239
Madhya Pradesh,Barwani,Pansemal,Karanpura,478399
Madhya Pradesh,Barwani,Barwani,Kari,478014
Madhya Pradesh,Barwani,Pati,Kari,478148
Madhya Pradesh,Barwani,Barwani,Kasba Barwani,951376
Madhya Pradesh,Barwani,Rajpur,Kasel,478300
Madhya Pradesh,Barwani,Barwani,Kasrawad,478013
Madhya Pradesh,Barwani,Barwani,Kathora,477993
Madhya Pradesh,Barwani,Pansemal,Kel Amba,478470
Madhya Pradesh,Barwani,Barwani,Keli,478042
Madhya Pradesh,Barwani,Sendhwa,Kelpani,478649
Madhya Pradesh,Barwani,Varla,Kermala,478667
Madhya Pradesh,Barwani,Thikri,Kerwa,478216
Madhya Pradesh,Barwani,Anjad,Kesharpura,478268
Madhya Pradesh,Barwani,Niwali,Khadakivan,478517
Madhya Pradesh,Barwani,Pansemal,Khadikham,478453
Madhya Pradesh,Barwani,Rajpur,Khadkal,478354
Madhya Pradesh,Barwani,Pansemal,Khadki,478423
Madhya Pradesh,Barwani,Rajpur,Khadki,478305
Madhya Pradesh,Barwani,Niwali,Khadki,478567
Madhya Pradesh,Barwani,Niwali,Khadkiya,478543
Madhya Pradesh,Barwani,Rajpur,Khadkya Mhow,478312
Madhya Pradesh,Barwani,Pati,Khajpur,478093
Madhya Pradesh,Barwani,Rajpur,Khajuri,478363
Madhya Pradesh,Barwani,Pansemal,Khamghat,478475
Madhya Pradesh,Barwani,Niwali,Khampani,478516
Madhya Pradesh,Barwani,Niwali,Khampanivan,478570
Madhya Pradesh,Barwani,Sendhwa,Khapada,934977
Madhya Pradesh,Barwani,Rajpur,Khapar Kheda,478392
Madhya Pradesh,Barwani,Sendhwa,Khaper Kheda,478647
Madhya Pradesh,Barwani,Varla,Khatti,478679
Madhya Pradesh,Barwani,Thikri,Khedi,478234
Madhya Pradesh,Barwani,Barwani,Khedi,478017
Madhya Pradesh,Barwani,Niwali,Khedi,478525
Madhya Pradesh,Barwani,Anjad,Khedi Khurd,478274
Madhya Pradesh,Barwani,Pati,Kherwani,478145
Madhya Pradesh,Barwani,Pansemal,Khetiya (Revenue Area),478406
Madhya Pradesh,Barwani,Pansemal,Khodamohali,478408
Madhya Pradesh,Barwani,Varla,Khokar Amba,478693
Madhya Pradesh,Barwani,Varla,Khokari,478681
Madhya Pradesh,Barwani,Thikri,Khurampura,478226
Madhya Pradesh,Barwani,Sendhwa,Khurmabad,478644
Madhya Pradesh,Barwani,Varla,Khutwadi,478662
Madhya Pradesh,Barwani,Sendhwa,Kidi Amba,934976
Madhya Pradesh,Barwani,Pati,Kiradi,478123
Madhya Pradesh,Barwani,Sendhwa,Kirchali,478634
Madhya Pradesh,Barwani,Anjad,Kirmohi,478269
Madhya Pradesh,Barwani,Sendhwa,Kolkheda,478615
Madhya Pradesh,Barwani,Varla,Kolki,478656
Madhya Pradesh,Barwani,Pati,Koondra Served,478086
Madhya Pradesh,Barwani,Pati,Koondra Unsevered,478085
Madhya Pradesh,Barwani,Pati,Kotbandhani,478142
Madhya Pradesh,Barwani,Sendhwa,Kot Kiradi,478639
Madhya Pradesh,Barwani,Anjad,Koyadiya,478286
Madhya Pradesh,Barwani,Rajpur,Kukadiya Kheda,478321
Madhya Pradesh,Barwani,Niwali,Kukdiya,478534
Madhya Pradesh,Barwani,Barwani,Kukra,478001
Madhya Pradesh,Barwani,Pati,Kuli,478156
Madhya Pradesh,Barwani,Pati,Kumbhkhet,478112
Madhya Pradesh,Barwani,Sendhwa,Kumthana,478632
Madhya Pradesh,Barwani,Varla,Kundya,478657
Madhya Pradesh,Barwani,Niwali,Kunjari,478545
Madhya Pradesh,Barwani,Pansemal,Kunjarwarda,478482
Madhya Pradesh,Barwani,Rajpur,Kusmari,478339
Madhya Pradesh,Barwani,Sendhwa,Kusmi,478610
Madhya Pradesh,Barwani,Niwali,Kusmya,478515
Madhya Pradesh,Barwani,Thikri,Kuwa,478217
Madhya Pradesh,Barwani,Rajpur,Lachchhi,478304
Madhya Pradesh,Barwani,Rajpur,Lahadgaon,478383
Madhya Pradesh,Barwani,Pati,Laijhapi,478160
Madhya Pradesh,Barwani,Thikri,Lakhangaon,478196
Madhya Pradesh,Barwani,Pansemal,Lalvaniya,478459
Madhya Pradesh,Barwani,Sendhwa,Langadi Mohadi,478631
Madhya Pradesh,Barwani,Rajpur,Laphangaon,478391
Madhya Pradesh,Barwani,Sendhwa,Lavani,478578
Madhya Pradesh,Barwani,Thikri,Lehadgaon,478241
Madhya Pradesh,Barwani,Pati,Lekhrda,478150
Madhya Pradesh,Barwani,Rajpur,Limbai,478307
Madhya Pradesh,Barwani,Pati,Limbi,478087
Madhya Pradesh,Barwani,Rajpur,Lingwa,478357
Madhya Pradesh,Barwani,Anjad,Lohara,478275
Madhya Pradesh,Barwani,Barwani,Lonsara Buzurg,478030
Madhya Pradesh,Barwani,Barwani,Lonsara Khurd,478029
Madhya Pradesh,Barwani,Sendhwa,Madgaon,478581
Madhya Pradesh,Barwani,Niwali,Madsingya,478575
Madhya Pradesh,Barwani,Pati,Magarpati,478185
Madhya Pradesh,Barwani,Pansemal,Mahujhira,478485
Madhya Pradesh,Barwani,Pansemal,Malfa,478402
Madhya Pradesh,Barwani,Pansemal,Malgaon,478401
Madhya Pradesh,Barwani,Pansemal,Malkatar,478451
Madhya Pradesh,Barwani,Barwani,Malurana,478053
Madhya Pradesh,Barwani,Varla,Malwan,478654
Madhya Pradesh,Barwani,Sendhwa,Mandeel,478584
Madhya Pradesh,Barwani,Rajpur,Mandil,478346
Madhya Pradesh,Barwani,Thikri,Mandranya,478232
Madhya Pradesh,Barwani,Anjad,Mandwada,478273
Madhya Pradesh,Barwani,Rajpur,Mandwadi,478327
Madhya Pradesh,Barwani,Pansemal,Manjani,478467
Madhya Pradesh,Barwani,Pansemal,Mankui,478440
Madhya Pradesh,Barwani,Niwali,Mansur,478509
Madhya Pradesh,Barwani,Pansemal,Mapati,478484
Madhya Pradesh,Barwani,Barwani,Mardai,478070
Madhya Pradesh,Barwani,Pati,Matarkund,478107
Madhya Pradesh,Barwani,Sendhwa,Matiyamel,934982
Madhya Pradesh,Barwani,Rajpur,Matli,478324
Madhya Pradesh,Barwani,Rajpur,Matmur,478385
Madhya Pradesh,Barwani,Pansemal,Matrala,478448
Madhya Pradesh,Barwani,Pati,Medhkimal,478153
Madhya Pradesh,Barwani,Pati,Megha,478099
Madhya Pradesh,Barwani,Sendhwa,Mehatgaon,478588
Madhya Pradesh,Barwani,Anjad,Mehgaon,478280
Madhya Pradesh,Barwani,Pansemal,Melan,478415
Madhya Pradesh,Barwani,Varla,Mendlaya Pani,478658
Madhya Pradesh,Barwani,Pansemal,Mendrana,478414
Madhya Pradesh,Barwani,Barwani,Menimata,478044
Madhya Pradesh,Barwani,Niwali,Merkhedi,478542
Madhya Pradesh,Barwani,Pansemal,Mogara Pani,478464
Madhya Pradesh,Barwani,Niwali,Mogarikheda,478530
Madhya Pradesh,Barwani,Pansemal,Mohalayapani,478488
Madhya Pradesh,Barwani,Niwali,Mohalla,478513
Madhya Pradesh,Barwani,Varla,Mohan Padawa,478688
Madhya Pradesh,Barwani,Varla,Mohanpura,478697
Madhya Pradesh,Barwani,Anjad,Mohipura,478267
Madhya Pradesh,Barwani,Rajpur,Mojali Buzurg,478320
Madhya Pradesh,Barwani,Rajpur,Mojali Khurd,478319
Madhya Pradesh,Barwani,Pati,Morani,478178
Madhya Pradesh,Barwani,Rajpur,Morani,478303
Madhya Pradesh,Barwani,Sendhwa,Mordad,478614
Madhya Pradesh,Barwani,Rajpur,Morgun,478352
Madhya Pradesh,Barwani,Niwali,Morgun,478529
Madhya Pradesh,Barwani,Barwani,Morktta,477983
Madhya Pradesh,Barwani,Pansemal,Mortalay,478409
Madhya Pradesh,Barwani,Rajpur,Moyada,478341
Madhya Pradesh,Barwani,Pansemal,Moyda,478452
Madhya Pradesh,Barwani,Sendhwa,Muhala,478625
Madhya Pradesh,Barwani,Niwali,Mujala,478533
Madhya Pradesh,Barwani,Rajpur,Mundla,478355
Madhya Pradesh,Barwani,Pati,Muvaswada,478105
Madhya Pradesh,Barwani,Rajpur,Naded,478386
Madhya Pradesh,Barwani,Rajpur,Nagalwadi Buzurg,478393
Madhya Pradesh,Barwani,Rajpur,Nagalwadi Khurd,478377
Madhya Pradesh,Barwani,Varla,Nahalband,478694
Madhya Pradesh,Barwani,Barwani,Nainpura,477992
Madhya Pradesh,Barwani,Barwani,Naktimata,478047
Madhya Pradesh,Barwani,Sendhwa,Nakti Rani,478585
Madhya Pradesh,Barwani,Pati,Nalti,478157
Madhya Pradesh,Barwani,Anjad,Nalwai,478276
